,Peak Position,Weeks on Chart,spotify_track_duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,explicit,YearID
All The Kids On The Street,94.0,4.0,223506.0,0.657,0.7340000000000001,8.0,-4.832,0.0,0.484,0.149,0.0,0.139,0.434,91.03,4.0,1,1977
Dancin' Man,23.0,13.0,141493.0,0.187,0.425,9.0,-8.776,1.0,0.0312,0.9620000000000001,0.0008230000000000001,0.21100000000000002,0.226,74.407,1.0,0,1977
Everybody Be Dancin',38.0,8.0,554133.0,0.725,0.747,7.0,-8.658,1.0,0.0342,0.000968,0.00312,0.0492,0.638,116.12899999999999,4.0,0,1977
Burnin' Sky,78.0,4.0,185138.0,0.515,0.348,0.0,-12.457,1.0,0.0253,0.45299999999999996,0.000227,0.33899999999999997,0.266,92.74600000000001,4.0,0,1977
Show You The Way To Go,28.0,10.0,288226.0,0.586,0.575,10.0,-10.614,1.0,0.0299,0.381,0.0,0.335,0.36200000000000004,97.897,4.0,0,1977
Dance And Shake Your Tambourine,93.0,6.0,123626.0,0.547,0.542,8.0,-9.107000000000001,1.0,0.0275,0.451,0.0,0.161,0.893,98.055,4.0,0,1977
I've Got Love On My Mind,5.0,21.0,268693.0,0.705,0.8059999999999999,0.0,-4.83,1.0,0.0814,0.22899999999999998,0.0,0.0676,0.763,117.945,4.0,0,1977
Spirit In The Night,40.0,11.0,336893.0,0.655,0.626,7.0,-10.755999999999998,1.0,0.0833,0.66,0.0,0.12300000000000001,0.76,126.65700000000001,4.0,0,1977
On The Border,42.0,9.0,240520.0,0.273,0.282,7.0,-17.342,0.0,0.0285,0.7240000000000001,0.000653,0.304,0.33,96.18,4.0,0,1977
Going In With My Eyes Open,54.0,7.0,313840.0,0.5429999999999999,0.529,7.0,-9.717,1.0,0.0301,0.326,0.0026899999999999997,0.7090000000000001,0.746,85.126,4.0,0,1977
The Pride (Part I),63.0,7.0,229080.0,0.672,0.593,11.0,-4.01,0.0,0.0304,0.0223,0.0,0.214,0.43799999999999994,98.02,4.0,0,1977
Calling Dr. Love,16.0,14.0,229525.0,0.8440000000000001,0.6990000000000001,1.0,-5.794,1.0,0.335,0.191,0.0,0.19399999999999998,0.753,132.955,4.0,1,1977
I Gotta Keep Dancin',64.0,8.0,167666.0,0.561,0.885,4.0,-4.601,0.0,0.0389,0.00321,0.0,0.0777,0.735,146.817,4.0,0,1977
Right Time Of The Night,6.0,22.0,205426.0,0.831,0.502,10.0,-4.045,0.0,0.046,0.10099999999999999,0.0,0.122,0.10099999999999999,100.541,4.0,1,1977
Mainstreet,24.0,10.0,167000.0,0.45399999999999996,0.251,7.0,-14.052999999999999,1.0,0.0292,0.84,0.000118,0.39299999999999996,0.41700000000000004,97.154,3.0,0,1977
Watch Closely Now,52.0,6.0,166906.0,0.519,0.48100000000000004,2.0,-9.796,1.0,0.0283,0.308,1.05e-05,0.121,0.48,109.24600000000001,4.0,0,1977
Slowdown,34.0,14.0,125160.0,0.498,0.6709999999999999,9.0,-4.925,1.0,0.0494,0.747,0.0,0.0833,0.735,137.839,4.0,0,1977
Land Of Make Believe,86.0,3.0,267240.0,0.5489999999999999,0.62,0.0,-8.971,1.0,0.0306,0.0573,0.0,0.591,0.28800000000000003,135.112,3.0,0,1977
Hotel California,1.0,19.0,229533.0,0.483,0.8440000000000001,2.0,-5.043,1.0,0.0314,0.00481,7.290000000000001e-05,0.405,0.5429999999999999,151.977,4.0,0,1977
Uptown Festival (Part 1),25.0,17.0,283666.0,0.556,0.804,8.0,-3.9189999999999996,1.0,0.0421,0.23600000000000002,0.0,0.38,0.413,116.973,3.0,0,1977
People In Love,40.0,7.0,203053.0,0.561,0.7559999999999999,11.0,-5.056,1.0,0.0287,0.0127,8.340000000000001e-05,0.233,0.7020000000000001,145.129,4.0,0,1977
Southern Nights,1.0,21.0,177506.0,0.42700000000000005,0.8490000000000001,7.0,-3.7439999999999998,1.0,0.28,0.0276,0.0,0.264,0.382,181.74400000000003,4.0,0,1977
This Will Be A Night To Remember,90.0,2.0,248066.0,0.6890000000000001,0.8859999999999999,10.0,-7.066,0.0,0.0382,0.0664,0.0,0.278,0.9059999999999999,122.07,4.0,0,1977
Peace Of Mind,38.0,8.0,217893.0,0.306,0.098,7.0,-17.247,1.0,0.032,0.941,0.0508,0.0974,0.0966,110.333,4.0,0,1977
Whodunit,22.0,15.0,229466.0,0.569,0.759,2.0,-11.290999999999999,1.0,0.0306,0.124,2.86e-06,0.239,0.684,90.97399999999999,4.0,0,1977
Lido Shuffle,11.0,17.0,311466.0,0.615,0.8640000000000001,8.0,-8.402000000000001,1.0,0.0415,0.10800000000000001,0.0762,0.0605,0.809,105.087,4.0,0,1977
Lose Again,76.0,5.0,150000.0,0.662,0.6,0.0,-6.402,1.0,0.0703,0.17300000000000001,0.00013700000000000002,0.109,0.331,134.97899999999998,4.0,1,1977
Do What You Wanna Do,46.0,17.0,250973.0,0.7190000000000001,0.615,6.0,-5.972,1.0,0.045,0.408,0.000147,0.235,0.465,96.988,4.0,0,1977
Back Together Again,28.0,10.0,260893.0,0.5870000000000001,0.47,1.0,-12.572000000000001,0.0,0.0389,0.42,0.0366,0.226,0.723,125.12899999999999,4.0,0,1977
You're Movin' Out Today,42.0,14.0,143626.0,0.603,0.732,0.0,-5.647,1.0,0.0372,0.807,0.0,0.0993,0.802,105.425,3.0,0,1977
Making A Good Thing Better,87.0,4.0,246587.0,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,4.0,0,1977
Amarillo,44.0,7.0,183000.0,0.42200000000000004,0.408,10.0,-15.109000000000002,1.0,0.0345,0.7440000000000001,1.8e-05,0.115,0.442,106.553,4.0,0,1977
Good Thing Man,92.0,3.0,219960.0,0.5,0.44799999999999995,0.0,-10.977,1.0,0.442,0.42200000000000004,8.03e-06,0.115,0.10400000000000001,144.204,1.0,1,1977
When I Need You,1.0,20.0,335533.0,0.605,0.69,3.0,-11.003,0.0,0.0295,0.198,0.00132,0.29100000000000004,0.6940000000000001,112.005,4.0,0,1977
Don't Turn The Light Out,57.0,7.0,259120.0,0.713,0.922,4.0,-5.265,0.0,0.0873,0.0751,3.66e-06,0.228,0.946,109.585,4.0,0,1977
I'm Going Down,70.0,7.0,184053.0,0.568,0.524,2.0,-14.795,0.0,0.028999999999999998,0.0808,0.00021899999999999998,0.12,0.7959999999999999,119.57700000000001,4.0,0,1977
Neon Nites,42.0,7.0,157400.0,0.597,0.579,9.0,-12.394,1.0,0.0361,0.45,0.0,0.114,0.7509999999999999,109.789,4.0,0,1977
Seaside Woman,59.0,5.0,153693.0,0.809,0.47200000000000003,10.0,-13.389000000000001,1.0,0.0845,0.551,1.55e-06,0.11900000000000001,0.961,140.74,4.0,0,1977
"Gonna Fly Now (Theme From ""Rocky"")",28.0,13.0,326000.0,0.738,0.84,10.0,-7.995,0.0,0.0606,0.004370000000000001,0.00629,0.0807,0.862,107.755,4.0,0,1977
Couldn't Get It Right,3.0,22.0,395106.0,0.631,0.902,9.0,-8.074,0.0,0.14300000000000002,0.325,6.65e-06,0.0999,0.479,122.461,4.0,0,1977
Light Of A Clear Blue Morning,87.0,5.0,286720.0,0.684,0.687,0.0,-6.393,1.0,0.0228,0.0631,1.29e-05,0.0601,0.752,91.20100000000001,4.0,0,1977
Only The Lucky,82.0,6.0,224640.0,0.552,0.8170000000000001,6.0,-10.458,1.0,0.0831,0.0426,0.0,0.0855,0.9109999999999999,200.997,4.0,0,1977
Slow Dancin' Don't Turn Me On,20.0,15.0,211000.0,0.66,0.9129999999999999,11.0,-3.597,1.0,0.182,0.0204,1.76e-05,0.245,0.5489999999999999,78.484,4.0,0,1977
Sir Duke,1.0,17.0,135326.0,0.644,0.36,1.0,-12.569,1.0,0.0416,0.742,3.49e-06,0.10800000000000001,0.179,110.624,3.0,0,1977
Goodbye My Friend,97.0,3.0,175893.0,0.435,0.912,5.0,-6.895,0.0,0.0965,0.5539999999999999,0.547,0.773,0.321,138.566,4.0,0,1977
Come In From The Rain,61.0,7.0,191866.0,0.39,0.635,9.0,-9.288,1.0,0.0338,0.0657,5.9699999999999994e-05,0.284,0.434,128.91,4.0,0,1977
The Doodle Song,71.0,5.0,206640.0,0.794,0.73,7.0,-6.067,1.0,0.0332,0.0538,0.0008320000000000001,0.0826,0.767,128.999,4.0,0,1977
All You Get From Love Is A Love Song,35.0,10.0,190040.0,0.594,0.632,10.0,-12.075999999999999,1.0,0.0291,0.354,0.0,0.153,0.743,98.12100000000001,4.0,0,1977
Flame,91.0,3.0,169882.0,0.395,0.287,6.0,-13.724,1.0,0.0273,0.764,0.00979,0.5670000000000001,0.42700000000000005,95.21,3.0,0,1977
I'm Your Boogie Man,1.0,23.0,172866.0,0.547,0.82,8.0,-6.728,1.0,0.0805,0.261,0.0,0.3,0.9329999999999999,118.208,4.0,0,1977
Heard It In A Love Song,14.0,21.0,206693.0,0.483,0.578,0.0,-7.506,1.0,0.0321,0.521,0.000325,0.0864,0.523,107.425,4.0,0,1977
Platinum Heroes,63.0,5.0,152066.0,0.522,0.672,0.0,-12.882,1.0,0.0393,0.479,0.000584,0.0853,0.965,124.165,4.0,0,1977
Lucille,5.0,19.0,184600.0,0.7,0.785,5.0,-5.367000000000001,1.0,0.0262,0.0452,5.13e-05,0.19699999999999998,0.6509999999999999,121.727,4.0,0,1977
Everybody Ought To Be In Love,75.0,4.0,114560.0,0.375,0.743,5.0,-6.504,1.0,0.0355,0.375,0.0,0.244,0.7290000000000001,101.88,4.0,0,1977
Lady (put The Light On Me),46.0,10.0,168840.0,0.466,0.25,0.0,-18.465999999999998,1.0,0.0338,0.20800000000000002,0.6759999999999999,0.0945,0.713,152.47,4.0,0,1977
While I'm Alone,89.0,11.0,210000.0,0.654,0.955,2.0,-6.851,0.0,0.0508,2.7399999999999995e-05,0.9109999999999999,0.0672,0.9670000000000001,128.005,4.0,0,1977
Lonely Boy,7.0,21.0,246666.0,0.6809999999999999,0.62,3.0,-7.68,1.0,0.0268,0.601,0.00031800000000000003,0.128,0.48200000000000004,116.98299999999999,4.0,0,1977
The Killing Of Georgie (Part I And II),30.0,10.0,266626.0,0.616,0.965,11.0,-4.4639999999999995,1.0,0.0613,0.0135,0.000174,0.11900000000000001,0.405,126.535,4.0,0,1977
Livin' In The Life,40.0,8.0,232533.0,0.71,0.47700000000000004,1.0,-7.44,1.0,0.0397,0.16699999999999998,1.24e-06,0.128,0.14300000000000002,94.932,4.0,0,1977
Got To Give It Up (Pt. I),1.0,18.0,261528.0,0.43200000000000005,0.672,4.0,-10.33,1.0,0.157,0.168,3.72e-05,0.053,0.9079999999999999,168.095,4.0,0,1977
Life In The Fast Lane,11.0,14.0,238373.0,0.727,0.8390000000000001,10.0,-8.145,0.0,0.0337,0.0694,0.00268,0.111,0.737,108.964,4.0,0,1977
"Sing It, Shout It",66.0,8.0,302346.0,0.764,0.509,3.0,-9.208,1.0,0.10400000000000001,0.0726,0.000603,0.162,0.38299999999999995,93.505,4.0,1,1977
If It's The Last Thing I Do,47.0,11.0,273693.0,0.7979999999999999,0.6459999999999999,1.0,-6.24,0.0,0.0947,0.0056,4.78e-06,0.0711,0.669,94.699,4.0,0,1977
It's Uncanny,80.0,3.0,123573.0,0.727,0.542,8.0,-10.067,1.0,0.034,0.6970000000000001,0.0,0.11599999999999999,0.971,103.613,4.0,0,1977
Baby Don't Change Your Mind,52.0,11.0,149733.0,0.282,0.937,9.0,-8.175,1.0,0.09,0.0107,0.0,0.293,0.19399999999999998,145.872,4.0,0,1977
Down The Hall,65.0,6.0,300520.0,0.55,0.855,0.0,-7.145,1.0,0.0428,0.34,5.9699999999999994e-05,0.235,0.5670000000000001,102.01799999999999,4.0,0,1977
Feels Like The First Time,4.0,22.0,249000.0,0.8290000000000001,0.71,11.0,-8.736,1.0,0.0415,0.115,0.145,0.0541,0.9490000000000001,98.29299999999999,4.0,0,1977
"Luckenbach, Texas (Back To The Basics Of Love)",25.0,16.0,234110.0,0.6629999999999999,0.7,2.0,-10.565999999999999,1.0,0.0419,0.00954,0.0,0.0888,0.708,124.38,4.0,0,1977
I Can't Help Myself,77.0,9.0,314104.0,0.623,0.633,0.0,-6.768,1.0,0.0563,0.27699999999999997,0.0,0.0384,0.575,93.116,4.0,0,1977
It's Sad To Belong,21.0,16.0,253533.0,0.6,0.706,10.0,-7.899,0.0,0.361,0.209,0.0,0.125,0.58,173.926,4.0,0,1977
Angel In Your Arms,6.0,27.0,173800.0,0.662,0.47200000000000003,10.0,-10.765,1.0,0.036000000000000004,0.626,0.0,0.091,0.973,121.01299999999999,4.0,0,1977
Rock And Roll Never Forgets,41.0,8.0,285133.0,0.377,0.682,7.0,-8.039,1.0,0.0299,0.0008939999999999999,0.00217,0.0504,0.28800000000000003,108.736,4.0,0,1977
Margaritaville,8.0,22.0,176855.0,0.893,0.6459999999999999,11.0,-5.073,0.0,0.1,0.11199999999999999,0.0,0.10400000000000001,0.46799999999999997,132.97,4.0,1,1977
For A While,90.0,4.0,134096.0,0.732,0.7140000000000001,11.0,-7.44,0.0,0.0413,0.7170000000000001,0.0,0.0744,0.966,131.036,4.0,0,1977
(Remember The Days Of The) Old Schoolyard,33.0,10.0,198600.0,0.44299999999999995,0.618,1.0,-12.152999999999999,1.0,0.0846,0.77,2.88e-06,0.47,0.636,78.936,4.0,0,1977
Hurry Sundown,60.0,5.0,182386.0,0.516,0.825,8.0,-6.2589999999999995,1.0,0.042,0.0426,0.0,0.127,0.866,125.73299999999999,4.0,0,1977
Turning To You,96.0,2.0,209520.0,0.634,0.848,1.0,-3.843,0.0,0.047,0.00237,0.0,0.0681,0.647,105.055,4.0,1,1977
See You When I Git There,66.0,7.0,217413.0,0.55,0.677,4.0,-5.2379999999999995,1.0,0.0276,0.087,0.0,0.0873,0.233,108.037,4.0,0,1977
Gonna Fly Now,1.0,20.0,251826.0,0.502,0.72,4.0,-10.627,1.0,0.0357,0.0842,7.75e-05,0.312,0.8270000000000001,131.985,4.0,0,1977
Let's Clean Up The Ghetto,91.0,4.0,307106.0,0.581,0.88,4.0,-7.794,0.0,0.0953,0.302,0.0,0.565,0.505,119.04,4.0,0,1977
Nothing But A Breeze,86.0,3.0,148266.0,0.623,0.68,0.0,-9.405,1.0,0.0512,0.0888,0.0,0.11599999999999999,0.856,132.429,4.0,0,1977
I'm Dreaming,50.0,7.0,290493.0,0.604,0.436,1.0,-9.078,1.0,0.0323,0.636,0.0,0.0674,0.304,126.788,4.0,0,1977
Ariel,26.0,22.0,149693.0,0.767,0.331,1.0,-10.777000000000001,0.0,0.0337,0.64,0.0,0.0681,0.636,113.31200000000001,4.0,0,1977
Funk It Up (David's Song),88.0,5.0,298400.0,0.529,0.696,2.0,-5.729,1.0,0.0595,0.095,0.000459,0.0484,0.7120000000000001,81.52,4.0,0,1977
L.a. Sunshine,45.0,10.0,148160.0,0.638,0.44,0.0,-10.892000000000001,1.0,0.0348,0.722,0.0,0.515,0.904,125.495,4.0,0,1977
Looks Like We Made It,1.0,19.0,216200.0,0.591,0.9109999999999999,2.0,-5.65,1.0,0.0407,0.122,0.000575,0.391,0.43799999999999994,99.992,4.0,0,1977
Ma Baker,96.0,3.0,205800.0,0.18600000000000003,0.292,0.0,-14.595,1.0,0.0315,0.685,4.5299999999999997e-05,0.35200000000000004,0.48200000000000004,173.937,3.0,0,1977
Little Darling (i Need You),48.0,7.0,162760.0,0.727,0.462,10.0,-12.077,1.0,0.0378,0.46299999999999997,0.0,0.349,0.8029999999999999,110.8,4.0,0,1977
Undercover Angel,1.0,25.0,192133.0,0.38299999999999995,0.304,10.0,-10.876,1.0,0.0297,0.42100000000000004,0.0,0.401,0.201,105.991,4.0,0,1977
If I Have To Go Away,93.0,4.0,260466.0,0.506,0.27899999999999997,2.0,-13.048,1.0,0.0249,0.613,0.00604,0.0764,0.449,81.65100000000001,4.0,0,1977
Do You Wanna Make Love,5.0,22.0,224320.0,0.662,0.7190000000000001,9.0,-6.606,1.0,0.0298,0.107,0.0,0.102,0.511,95.001,4.0,0,1977
Sunflower,39.0,11.0,234720.0,0.606,0.8640000000000001,7.0,-5.461,1.0,0.0599,0.0116,0.0,0.151,0.9420000000000001,121.04899999999999,4.0,0,1977
So You Win Again,31.0,11.0,276186.0,0.392,0.534,0.0,-8.793,1.0,0.0369,0.245,0.0010400000000000001,0.155,0.325,181.305,4.0,0,1977
The Right Feeling At The Wrong Time,65.0,5.0,258733.0,0.85,0.5489999999999999,11.0,-3.176,0.0,0.451,0.23800000000000002,0.0,0.0988,0.603,93.50299999999999,4.0,1,1977
You Made Me Believe In Magic,10.0,17.0,257106.0,0.27899999999999997,0.473,4.0,-8.375,0.0,0.0309,0.242,0.00164,0.158,0.24600000000000002,167.792,4.0,0,1977
Can't You See,75.0,6.0,271533.0,0.685,0.743,5.0,-6.894,1.0,0.0249,0.0183,0.63,0.11199999999999999,0.509,108.99799999999999,4.0,0,1977
Sheena Is A Punk Rocker,81.0,13.0,250813.0,0.633,0.795,0.0,-7.617000000000001,1.0,0.0319,0.054000000000000006,8.83e-05,0.34,0.833,103.50399999999999,4.0,0,1977
Good Morning Judge,69.0,8.0,294333.0,0.556,0.6509999999999999,7.0,-4.396,1.0,0.0266,0.067,0.0,0.145,0.203,95.485,4.0,0,1977
You're My World,18.0,22.0,279920.0,0.7090000000000001,0.9109999999999999,5.0,-6.945,0.0,0.0433,0.0387,0.000132,0.391,0.6609999999999999,126.984,4.0,0,1977
A Real Mother For Ya,41.0,12.0,384813.0,0.9209999999999999,0.607,11.0,-6.047000000000001,0.0,0.21600000000000003,0.0287,0.0297,0.0837,0.799,116.335,4.0,0,1977
Black Betty,18.0,17.0,409093.0,0.882,0.426,4.0,-12.073,0.0,0.0666,0.0475,0.0379,0.153,0.701,128.11700000000002,4.0,0,1977
Look What You've Done To My Heart,51.0,7.0,274266.0,0.657,0.76,4.0,-8.613,1.0,0.0298,0.171,0.00551,0.22399999999999998,0.71,107.87200000000001,4.0,0,1977
Love Me One More Time (Just For Old Times Sake),79.0,4.0,202106.0,0.69,0.7290000000000001,11.0,-5.819,0.0,0.221,1.7e-05,0.0431,0.152,0.35700000000000004,91.376,4.0,1,1977
The Martian Boogie,59.0,7.0,118413.0,0.486,0.483,0.0,-10.731,1.0,0.0431,0.735,8.01e-06,0.124,0.608,133.463,4.0,0,1977
Hound Dog Man (Play It Again),58.0,5.0,216626.0,0.551,0.919,10.0,-3.895,1.0,0.0529,0.133,8.36e-05,0.0637,0.43200000000000005,125.025,4.0,0,1977
Hard Rock Cafe,30.0,11.0,222293.0,0.937,0.731,8.0,-2.1319999999999997,1.0,0.0815,0.0879,0.0,0.163,0.626,133.961,4.0,1,1977
Dog Days,64.0,5.0,208026.0,0.6779999999999999,0.878,4.0,-10.692,0.0,0.0399,0.162,0.0265,0.11199999999999999,0.9620000000000001,117.803,4.0,0,1977
Christine Sixteen,25.0,12.0,187906.0,0.58,0.575,5.0,-10.527000000000001,0.0,0.0336,0.318,6.55e-06,0.44,0.912,78.797,4.0,0,1977
Disco 9000,86.0,2.0,236000.0,0.863,0.755,7.0,-4.8469999999999995,1.0,0.0904,0.168,1.27e-06,0.147,0.883,100.005,4.0,1,1977
O-H-I-O,45.0,12.0,191426.0,0.41200000000000003,0.39299999999999996,7.0,-13.315999999999999,1.0,0.0489,0.0742,0.0009689999999999999,0.136,0.183,154.241,5.0,0,1977
Da Doo Ron Ron,1.0,22.0,330797.0,0.652,0.6679999999999999,1.0,-14.902000000000001,0.0,0.0475,0.325,0.231,0.102,0.735,116.12299999999999,4.0,0,1977
Whatcha Gonna Do?,6.0,26.0,298691.0,0.8759999999999999,0.862,6.0,-7.694,0.0,0.062,0.0117,0.000276,0.0658,0.915,118.396,4.0,0,1977
Could Heaven Ever Be Like This (Part 1),76.0,2.0,219400.0,0.5489999999999999,0.9159999999999999,4.0,-4.185,0.0,0.034,0.0049,0.12300000000000001,0.10400000000000001,0.632,127.131,4.0,0,1977
Does She Do It Like She Dances,74.0,4.0,208666.0,0.41200000000000003,0.59,11.0,-12.277000000000001,1.0,0.0701,0.255,0.0325,0.177,0.653,85.824,4.0,0,1977
I Believe In Love,66.0,11.0,152306.0,0.465,0.406,9.0,-11.049000000000001,0.0,0.0304,0.7040000000000001,1.65e-05,0.221,0.599,112.117,4.0,0,1977
Barracuda,11.0,20.0,164266.0,0.6809999999999999,0.261,0.0,-17.347,1.0,0.0326,0.625,2.09e-06,0.247,0.795,91.35700000000001,4.0,0,1977
I'm In You,2.0,20.0,170826.0,0.8370000000000001,0.65,3.0,-9.535,1.0,0.0588,0.22699999999999998,0.474,0.341,0.537,129.906,4.0,0,1977
Smoke From A Distant Fire,9.0,18.0,184529.0,0.49200000000000005,0.763,9.0,-4.064,0.0,0.0339,0.0415,3.02e-05,0.0959,0.247,140.118,4.0,0,1977
It's In His Kiss (The Shoop Shoop Song),49.0,7.0,170120.0,0.43700000000000006,0.402,7.0,-11.562999999999999,1.0,0.0335,0.653,0.0,0.324,0.664,141.8,3.0,0,1977
Just A Song Before I Go,7.0,21.0,267866.0,0.6859999999999999,0.322,8.0,-9.829,1.0,0.0386,0.017,0.0,0.125,0.0396,89.958,4.0,1,1977
How Much Love,17.0,15.0,192053.0,0.634,0.516,8.0,-6.05,1.0,0.0373,0.4,0.0,0.142,0.769,153.83100000000002,4.0,0,1977
Edge Of The Universe,26.0,13.0,280800.0,0.79,0.624,7.0,-13.953,1.0,0.0322,0.0332,0.00115,0.187,0.82,120.559,4.0,0,1977
Cat Scratch Fever,30.0,11.0,231213.0,0.629,0.7929999999999999,9.0,-5.942,1.0,0.0346,0.00952,1.14e-06,0.218,0.5870000000000001,95.98299999999999,4.0,0,1977
Star Wars (Main Title),10.0,17.0,251973.0,0.654,0.342,8.0,-11.305,0.0,0.10099999999999999,0.0487,3.37e-05,0.313,0.294,103.064,4.0,1,1977
My Eyes Get Blurry,97.0,3.0,195466.0,0.568,0.602,6.0,-6.9510000000000005,1.0,0.0322,0.797,0.0005009999999999999,0.0863,0.391,79.985,4.0,0,1977
The Greatest Love Of All,24.0,14.0,489106.0,0.337,0.823,4.0,-9.996,0.0,0.298,0.371,0.484,0.0872,0.59,172.498,4.0,0,1977
Another Star,32.0,10.0,221800.0,0.47100000000000003,0.784,4.0,-3.3369999999999997,1.0,0.0315,0.37200000000000005,4.55e-05,0.705,0.387,149.91,4.0,0,1977
Handy Man,4.0,20.0,215160.0,0.654,0.872,1.0,-3.824,1.0,0.11,0.0411,0.0,0.0808,0.612,130.023,4.0,0,1977
It Ain't Love,92.0,5.0,125800.0,0.265,0.5579999999999999,11.0,-5.394,1.0,0.0634,0.69,8.19e-06,0.099,0.597,180.792,4.0,0,1977
"Started Out Dancing, Ended Up Making Love",73.0,6.0,113213.0,0.28300000000000003,0.831,1.0,-6.151,1.0,0.0612,0.34700000000000003,0.0,0.11,0.8740000000000001,82.12799999999999,4.0,0,1977
Don't Stop,3.0,18.0,181133.0,0.657,0.435,10.0,-15.707,1.0,0.0552,0.7390000000000001,0.0,0.16699999999999998,0.7709999999999999,135.975,4.0,0,1977
We Never Danced To A Love Song,93.0,2.0,282866.0,0.6920000000000001,0.773,9.0,-6.689,0.0,0.0362,0.00212,0.0558,0.09699999999999999,0.856,133.613,4.0,0,1977
(your Love Has Lifted Me) Higher And Higher,2.0,27.0,201253.0,0.166,0.433,11.0,-12.048,1.0,0.0467,0.732,1.04e-06,0.22699999999999998,0.27699999999999997,187.437,4.0,0,1977
Time Bomb,83.0,3.0,238640.0,0.386,0.245,0.0,-14.38,1.0,0.0385,0.6970000000000001,0.0,0.264,0.244,142.131,4.0,0,1977
Ten To Eight,68.0,7.0,140547.0,0.38,0.544,8.0,-3.201,1.0,0.0281,0.318,0.0,0.0654,0.491,106.18700000000001,3.0,0,1977
Love Gun,61.0,7.0,331960.0,0.633,0.6,11.0,-9.093,1.0,0.0339,0.7140000000000001,0.161,0.078,0.687,94.096,4.0,0,1977
I Believe You,27.0,15.0,188787.0,0.708,0.45399999999999996,1.0,-7.07,1.0,0.0395,0.0217,0.0,0.073,0.24,110.963,4.0,0,1977
I Just Want To Make Love To You,33.0,17.0,175466.0,0.401,0.39799999999999996,6.0,-8.993,0.0,0.183,0.71,0.0,0.0962,0.265,180.293,4.0,0,1977
It Was Almost Like A Song,16.0,22.0,344584.0,0.607,0.49700000000000005,11.0,-7.017,1.0,0.0374,0.38,0.0,0.0681,0.40700000000000003,125.95100000000001,3.0,0,1977
Way Down,18.0,21.0,260306.0,0.47100000000000003,0.6459999999999999,11.0,-6.175,1.0,0.0413,0.322,3.71e-06,0.092,0.38299999999999995,182.986,3.0,0,1977
Doctor Love,41.0,9.0,268533.0,0.8109999999999999,0.45799999999999996,5.0,-9.687999999999999,0.0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,4.0,0,1977
Telephone Line,7.0,23.0,276333.0,0.91,0.444,1.0,-8.126,0.0,0.344,0.022000000000000002,0.0,0.13699999999999998,0.53,149.953,4.0,1,1977
Spaceship Superstar,82.0,4.0,287773.0,0.725,0.79,0.0,-2.331,1.0,0.19699999999999998,0.0711,1.14e-06,0.0602,0.763,175.988,4.0,1,1977
Best Of My Love,1.0,23.0,308746.0,0.5589999999999999,0.862,7.0,-7.819,1.0,0.0514,0.28300000000000003,0.00106,0.546,0.434,124.596,4.0,0,1977
"Changes In Latitudes, Changes In Attitudes",37.0,10.0,342360.0,0.708,0.627,1.0,-11.155,1.0,0.0614,0.0113,3.13e-05,0.33799999999999997,0.764,107.24799999999999,4.0,0,1977
On And On,11.0,28.0,164346.0,0.591,0.5820000000000001,7.0,-4.553999999999999,1.0,0.129,0.596,0.0,0.784,0.9059999999999999,137.221,4.0,0,1977
Goin' Places,52.0,7.0,147240.0,0.8370000000000001,0.562,1.0,-6.037999999999999,1.0,0.49200000000000005,0.593,0.0,0.10400000000000001,0.149,100.17,4.0,1,1977
Georgia Rhythm,68.0,6.0,289266.0,0.727,0.5479999999999999,10.0,-7.393,1.0,0.0291,0.0628,0.526,0.133,0.929,107.82600000000001,4.0,0,1977
Echoes Of Love,66.0,7.0,231231.0,0.8809999999999999,0.546,2.0,-7.566,1.0,0.12,0.00296,4.72e-06,0.226,0.276,140.032,4.0,1,1977
Hard Times,58.0,6.0,206080.0,0.8959999999999999,0.621,5.0,-6.857,0.0,0.237,0.00532,0.0,0.196,0.818,121.96600000000001,4.0,1,1977
The Happy Girls,57.0,7.0,213760.0,0.599,0.932,9.0,-3.3280000000000003,1.0,0.18,0.00506,0.0,0.26899999999999996,0.6920000000000001,96.234,4.0,1,1977
Why Do Lovers (Break Each Other's Heart?),73.0,6.0,174000.0,0.721,0.45899999999999996,4.0,-6.4079999999999995,1.0,0.032,0.248,0.0,0.212,0.46,119.914,4.0,0,1977
Fair Game,43.0,9.0,219693.0,0.638,0.802,5.0,-5.115,1.0,0.0319,0.14400000000000002,0.0,0.2,0.609,131.85399999999998,4.0,0,1977
Shake It Well,76.0,6.0,195320.0,0.621,0.73,5.0,-5.414,0.0,0.107,0.0967,0.000131,0.6729999999999999,0.46399999999999997,139.566,4.0,1,1977
Stone Cold Sober,65.0,7.0,193093.0,0.677,0.52,4.0,-6.255,0.0,0.33399999999999996,0.00277,0.0,0.0532,0.768,203.862,4.0,0,1977
The King Is Gone,13.0,12.0,510573.0,0.41,0.7609999999999999,4.0,-9.453,0.0,0.0687,0.0682,0.0077,0.0758,0.391,132.889,4.0,0,1977
Silver Lady,52.0,12.0,272213.0,0.473,0.833,2.0,-5.013,1.0,0.039,0.0036899999999999997,0.0,0.11800000000000001,0.503,157.012,4.0,0,1977
